"AB  - Pulsatile components of blood pressure may arise from forward (ventricular  generated) or backward wave travel in the arterial tree. The objective of this  study was to determine the relative contributions of forward and backward waves  to pulsatility. We used wave intensity and wave separation analysis to determine   pulsatile components of blood pressure during inotropic and vasopressor  stimulation by dobutamine and norepinephrine in normotensive subjects and  compared pulse pressure components in hypertensive (mean+/-SD, 48.8+/-11.3 years;  165+/-26.6/99+/-14.2 mm Hg) and normotensive subjects (52.2+/-12.6 years;  120+/-14.2/71+/-8.2 mm Hg). Dobutamine (7.5 mug/kg per minute) increased the  forward compression wave generated by the ventricle and increased pulse pressure   from 36.8+/-3.7 to 59.0+/-3.4 mm Hg (mean+/-SE) but had no significant effect on   mean arterial pressure or the midsystolic backward compression wave. By contrast,  norepinephrine (50 ng/kg per minute) had no significant effect on the forward  compression wave but increased the midsystolic backward compression wave. Despite  this increase in the backward compression wave, and an increase in mean arterial   pressure, norepinephrine increased central pulse pressure less than dobutamine  (increases of 22.1+/-3.8 and 7.2+/-2.8 mm Hg for dobutamine and norepinephrine,  respectively; P<0.02). An elevated forward wave component (mean+/-SE, 50.4+/-3.4   versus 35.2+/-1.8 mm Hg, in hypertensive and normotensive subjects, respectively;  P<0.001) accounted for approximately two thirds of the total difference in  central pulse pressures between hypertensive and normotensive subjects. Increased  central pulse pressure during inotropic stimulation and in essential hypertension  results primarily from the forward compression wave."|"wave,pressure,forward,mean,pulse"|"wave,pressure,compression,forward,backward" 
"AB  - OBJECTIVE: Arterial stiffness is an independent cardiovascular risk factor.  Aging, high blood pressure and increased renin-angiotensin system activity  contribute to increased arterial stiffness in patients with atherosclerotic  renovascular hypertension (aRVH). A literature search failed to identify any  study related to this topic. Therefore, our aim was to determine the arterial  stiffness in patients with aRVH and analyze whether stenting in addition to  multifactorial drug therapy has beneficial effects on markers of stiffness and  the clinical course. METHODS: In this 6-month longitudinal study, 37 patients  with refractory hypertension and unilateral aRVH were enrolled. After stenting,  all patients received multifactorial dug therapy including 80 mg of telmisartan.   Arterial stiffness indices were determined using Arteriograph. The control group   consisted of 44 patients with essential hypertension. RESULTS: There were no  differences in brachial blood pressure values between the two groups (P > 0.05).   At baseline, adjusted pulse wave velocity (PWV) was higher in aRVH patients than   that of essential hypertensive patients (12.8 +/- 0.4 vs. 11.6 +/- 0.3 m/s; P =  0.029). In the aRVH group, at the end of the follow-up, a significant decrease in  the aortic augmentation index (37.7 +/- 9.9 vs. 33.7 +/- 11.4; P = 0.02) without   changes in PWV was observed (P > 0.05). CONCLUSION: This study is the first to  show that arterial stiffness is higher in patients with refractory aRVH than in  those with essential hypertension. Multifactorial therapy based on stenting and  intensive medical treatment reduced central blood pressure and augmentation  index. Failure to obtain PWV reduction is likely a consequence of the present  irreversible structural vessel changes. Longer follow-up might enable us to  resolve whether arterial stiffness indices have better predictive ability in  patients with aRVH than brachial blood pressure."|"stiffness,patients,arterial,arvh,blood"|"patients,arvh,stiffness,arterial,blood" 
"AB  - It was determined the characteristics of lipid status of patients with essential   hypertension, abdominal obesity with concomitant subclinical  hypothyroidism--mostly increased levels of total and LDL cholesterol. In  assessing the effectiveness of statin therapy in combination with levothyroxine  replacement therapy compared with statin monotherapy, combination therapy showed   the best result in terms of achievement of target levels of both total  cholesterol and LDL. The obtained results allow us to recommend the use of  combination therapy for patients with hypertension, abdominal obesity with  concomitant subclinical hypothyroidism in order to achieve the target values of  LDL and thus to reduce the cardiovascular risk of these patients."|"therapy,combination,ldl,patients,target"|"therapy,combination,ldl,patients,abdominal" 
"AB  - We explored the interaction of 6 candidate genetic mutations in essential  hypertension (EH). The mutations AGT M235T, ACE I/D, eNOS Glu298Asp, ET-2 A985G,   ANP T2238C, and NPRC A-55C were detected using a genechip microarray in 100  patients with EH and 97 controls from the Han population living in the Yunnan  Province of China. Risks of EH were evaluated with respect to a combination of  these genotypes. Interactions were analyzed using multifactor dimensionality  reduction (MDR). P values were corrected using Bonferroni's adjustment. Results  showed that CC genotype frequencies for NPRC A-55C (0.540) in EH were  significantly higher than those in controls (0.237, Pc < 0.01; odds ratio (OR) =   3.777; 95% confidence interval (CI) = 2.050-6.960). The OR for NPRC A-55C CC  combined with ET-2 A985G GG increased to 4.673 and to 5.529 when the MT genotype   of AGT M235T, the EE genotype of eNOS Glu298Asp, the GG genotype of ET-2 A985G,  and the CC genotype of NPRC A-55C were combined. MDR showed that ET-2/NPRC is the  best model (OR = 4.002; 95%CI = 2.1597-7.4159). The CC genotype for NPRC A-55C  and the G allele for ET-2 A985G were associated with susceptibility to EH.  Although the contributions of the candidate genes differ, they may have  cooperative effects on conferring risk for EH. Moreover, potential gene-gene  interactions were found between ET-2 A985G and NPRC A-55C in EH."|"eh,et,nprc,c,genotype"|"eh,nprc,55c,et,genotype" 
"AB  - Over recent years, a considerable increase in the popularity of cryostimulation  and whole body cryotherapy (WBC) procedures has occurred both among healthy  individuals and in various groups of patients, including those with primary  untreated hypertension. The aim of this study was to compare the effects of WBC  on the functional parameters of cardiovascular system in normotensive and  primarily hypertensive individuals. The study included 26 young male volunteers  with normal blood pressure range (NormoBP) and 13 with essential arterial  hypertension (HyperBP). Each subject was exposed to cryotherapeutic factor  (whole-body cryotherapy/cryostimulation, WBC) at a temperature of approximately  -115 degrees C to -125 degrees C for a period of 3 min. The cardiovascular and  autonomic parameters were measured noninvasively with Task Force(R) Monitor.  Measurements in a supine position and tilt test were performed "before WBC" and  "after WBC". Our study revealed that cryogenic temperatures exert strong  modulatory effect on the cardiovascular system. Both groups showed adaptive  changes of myocardial and vascular parameters in response to rapid cooling of  virtually the whole body surface. While the profiles of some of these changes  were similar in both the groups, also several considerable intergroup differences  were documented. Consequently, the cryostimulation and cryotherapy treatment  should be prescribed carefully to individuals who present with cardiovascular  failure of any degree."|"wbc,cardiovascular,parameters,individuals,groups"|"wbc,cardiovascular,body,cryostimulation,cryotherapy" 
"AB  - OBJECTIVE: To investigate the association between the CX 37 1019C/T polymorphism   and the susceptibility to essential hypertension (EH). METHODS: A total of 1126  control group consisted of 874 healthy people, i.e., non-EH patients. All cases  were genotyped by DNA sequencing. RESULTS: Polymorphism C1019T on the Connexin37   gene was found in the whole population. The distribution of three genotype  frequencies in both groups was in accordance with the Hardy-Weinberg equilibrium.  The frequency of the CX37C allele was higher in EH patients (57.4% vs. 42.1%,  chi(2)=92.5, P<0.01) compared to the control group. The frequency of C carriers  (CC+TC) was 80.5% in EH patients compared to 66.7% in the control (chi(2)=49.0,  P<0.01). EH risk was significantly increased in carriers of C the allele (CC+TC)   over that in the TT homozygote (OR=2.06, 95% CI: 1.68 approximately 2.52).  Subsequent stratified analyses demonstrate that a significant difference exists  in the frequency of C carriers between male EH patients and controls (79.2% vs.  69.1%, chi(2)=13.4, P<0.01) and in female EH patients and the control group  (81.8% vs. 64.4%, chi(2)=38.7, P<0.01). The carriers of the C allele had higher  EH risk compared with the TT homozygote without sex differences (male: OR=1.71,  95% CI: 1.28 approximately 2.27; female: OR=2.48, 95%CI: 1.85 approximately  3.31). CONCLUSION: The C allele in the CX37 gene might be associated with the"|"eh,allele,patients,frequency,carriers"|"eh,patients,01,allele,carriers" 
"AB  - Several studies suggest a link between autoimmunity and essential hypertension in  humans. However, whether autoimmunity can drive the development of hypertension  remains unclear. The autoimmune disease systemic lupus erythematosus is  characterized by autoantibody production, and the prevalence of hypertension is  increased markedly in this patient population compared with normal healthy women.  We hypothesized that preventing the development of autoimmunity would prevent the  development of hypertension in a mouse model of lupus. Female lupus (NZBWF1) and   control mice (NZW) were treated weekly with anti-CD20 or immunoglobulin G  antibodies (both 10 mg/kg, IV) starting at 20 weeks of age for 14 weeks.  Anti-CD20 therapy markedly attenuated lupus disease progression as evidenced by  reduced CD45R+ B cells and lower double-stranded DNA autoantibody activity. In  addition, renal injury in the form of urinary albumin, glomerulosclerosis, and  tubulointerstitial fibrosis, as well as tubular injury (indicated by renal  cortical expression of neutrophil gelatinase-associated lipocalin) was prevented   by anti-CD20 therapy in lupus mice. Finally, lupus mice treated with anti-CD20  antibody did not develop hypertension. The protection against the development of   hypertension was associated with lower renal cortical tumor necrosis factor-alpha  expression, a cytokine that has been previously reported by us to contribute to  the hypertension in this model, as well as renal cortical monocyte  chemoattractant protein-1 expression and circulating T cells. These data suggest   that the development of autoimmunity and the resultant increase in renal  inflammation are an important underlying factor in the prevalent hypertension  that occurs during systemic lupus erythematosus."|"hypertension,renal,lupus,development,autoimmunity"|"hypertension,lupus,development,renal,anti" 
"AB  - OBJECTIVES: Marked interpatient variability exists in the blood pressure response  to carvedilol, a nonselective beta-blocker. Here we evaluated the influence of 4   common polymorphisms in genes of the beta-adrenergic receptor on the  antihypertensive efficacy of carvedilol in patients in a double-blinded  monotherapy study. METHODS: Eighty-seven subjects with uncomplicated essential  hypertensive (49% men; age = 52.2 +/- 11.1 years) from Jilin province of China  were enrolled in the study, and 5 of them discontinued the treatment due to  adverse effects. Both systolic and diastolic blood pressures (DBPs) were measured  before and after 7 days of treatment with carvedilol (10 mg/d). Genotypes of the   beta1-adrenergic receptor (ADRB1 Ser49Gly and Arg389Gly) and beta2-adrenergic  receptor (ADRB2 Gly16Arg and Glu27Gln) were determined by polymerase chain  reaction with restriction fragment length polymorphism. RESULTS: Patients  homozygous for ADRB1 Arg389 had an approximately 4-fold greater reduction in DBPs  than those homozygous for ADRB1 Gly389 (10.61 vs. 2.62 mm Hg, P = 0.013). The  ADRB1 haplotype was also a significant predictor of response, as patients with  the Gly49Arg389/Ser49Arg389 haplotype pair had a 5.7-fold greater reduction in  DBPs than those homozygous for the Ser49Gly389 haplotype (16.11 vs. 2.83 mm Hg, P  = 0.0055). An association was not found between ADRB2 polymorphism and carvedilol  responsiveness in antihypertensive therapy. CONCLUSIONS: This study provides the   first evidence to support that ADRB1 polymorphisms play an important role in the   DBPs response to carvedilol treatment in patients with essential hypertension.  Evolution of Past Life and Environment in Northeast Asia, Ministry of Education,   Jilin University, Changchun, China; double daggerDivision of Nephrology, The  First Hospital of Jilin University, Changchun, China; and section signDepartment "|"carvedilol,adrb1,patients,study,dbps"|"adrb1,carvedilol,dbps,patients,adrenergic" 
"AB  - The authors examined the association between estimated glomerular filtration rate  (eGFR), calculated using the Chronic Kidney Disease Epidemiology Collaboration  creatinine-cystatin C equation, and hemodynamics in 556 normotensive or  never-treated hypertensive patients without kidney disease (mean age, 46 years).   Hemodynamic variables were recorded using pulse wave analysis and whole-body  impedance cardiography. The mean eGFR was 98 mL/min/1.73 m(2) (range, 64-145  mL/min/1.73 m(2) and one third of the patients had values below 92, while none  had proteinuria. In linear regression analyses adjusted for differences in age,  weight:height ratio, low-density lipoprotein cholesterol, and sex, significant  associations were found between lower eGFR and higher systolic (P=.001) and  diastolic blood pressure (P<.001) and higher systemic vascular resistance  (P=.001). There was no association between eGFR and cardiac output or  extracellular volume. In the absence of clinical kidney disease, lower eGFR was  associated with higher blood pressure and systemic vascular resistance.  Therefore, early impairment in kidney function may be involved in the  pathogenesis of essential hypertension."|"egfr,kidney,disease,using,age"|"egfr,kidney,001,disease,higher" 
"AB  - An association exists between hyperaldosteronism, hypertension and impaired  insulin action. Eplerenone is a selective mineralocorticoid receptor antagonist;   however, little is known about its effects on insulin action. The aim of this  study was to determine the effect of eplerenone on insulin action in hypertensive  adults, using the hyperinsulinaemic euglycaemic clamp. A randomised, controlled,   double-blind, crossover design was employed. After a 6-week washout period,  hypertensive, non-diabetic patients were treated with either eplerenone 25 mg  twice daily or doxazosin 2 mg twice daily for 12 weeks. After each treatment  period, insulin action was assessed by a hyperinsulinaemic euglycaemic clamp,  with isotope dilution methodology. After washout, treatment groups were crossed  over. Fifteen patients completed the study. There were no differences in fasting   glucose, or fasting insulin between treatment with eplerenone or doxazosin. The  measure of overall insulin sensitivity, exogenous glucose infusion rates during  the last 30 min of the clamp, was similar with both treatments; 23.4 (3.9) mumol   kg(-1) min(-1) after eplerenone and 23.3 (3.6) mumol kg(-1) min(-1) after  doxazosin (P=0.83). Isotopically determined fasting endogenous glucose production  rates were similar after both treatments (eplerenone 9.4 (0.6) mumol kg(-1)  min(-1) vs doxazosin 10.6 (0.7) mumol kg(-1) min(-1)). There was a trend for  lower endogenous glucose production rates during hyperinsulinaemia following  eplerenone compared with doxazosin (2.0 (0.8) mumol kg(-1) min(-1) vs 4.1 (0.9)  mumol kg(-1) min(-1)). There was no difference in insulin stimulated peripheral  glucose utilisation rates after treatment with eplerenone or doxazosin (25.4  (3.6) mumol kg(-1) min(-1) vs 27.0 (3.9) mumol kg(-1) min(-1)). This study gives   reassuring evidence of the neutral effect of eplerenone on insulin action in  hypertensive, non-diabetic patients."|"insulin,eplerenone,action,glucose,min"|"eplerenone,min,insulin,kg,mumol" 
"AB  - Essential hypertension (EH) is characterised by increased thrombotic tendency and  impaired fibrinolytic activity. However, exercise-induced changes in coagulation   and fibrinolysis have not yet been clarified. We aimed at determining thrombotic   and fibrinolytic activity during exercise in patients with EH pre and post  treatment with an Angiotensin II receptor blocker. Study 1 consisted of 30  untreated hypertensive (UH) and 15 normotensive (NT) individuals. The UH  individuals who received treatment were included in study 2 and were followed up   after a 3-month treatment period with valsartan. Thrombin-antithrombin (TAT)  complexes and human plasminogen activator inhibitor-1 (PAI-1) were measured as  markers of coagulation and fibrinolysis, respectively, at baseline, immediately  after a treadmill exercise test and 30 min later. In UH, TAT and PAI-1 levels  were significantly increased immediately after peak exercise and decreased 30 min  later, as compared with baseline levels. At all time points, UH exhibited  significantly higher TAT and PAI-1 levels compared with NT. No significant  changes of TAT and PAI-1 levels were observed in NT and in patients post  treatment. Acute high-intensity exercise results in impaired thrombotic and  fibrinolytic response in untreated patients with EH. Angiotensin II receptor  blockade with adequate blood pressure control greatly improves exercise-induced  changes in coagulation and fibrinolysis in EH."|"exercise,treatment,pai,eh,tat"|"exercise,eh,levels,pai,tat" 
"AB  - OBJECTIVE: A systematic review and meta-analysis focusing on patient-relevant  outcomes and blood pressure was conducted to assess the clinical effectiveness of  stress-reduction techniques in adults with essential hypertension. METHODS:  Systematic reviews and randomized controlled trials (RCTs) were identified as  part of a systematic search in six electronic databases ending September 2012.  RCTs comparing stress-reduction techniques versus no such techniques with a  follow-up of at least 24 weeks and published in English or German were included.   Outcomes of interest were death, cardiovascular morbidity/mortality, end-stage  renal disease, health-related quality of life, adverse events, changes in blood  pressure, and changes in antihypertensive medication. When appropriate,  meta-analyses were used to combine data. RESULTS: Seventeen RCTs analyzing  different stress-reduction techniques such as biofeedback, relaxation or combined  interventions were identified. Data were not reported for most of the  patient-relevant outcomes, and meta-analyses could only be used to evaluate  effects on blood pressure. The data indicated a blood pressure-lowering effect,  but the studies had methodological shortcomings and heterogeneity between them  was high. Mean group differences for DBP ranged from -10 to 1 mmHg and for SBP  from -12 to 10 mmHg. In terms of antihypertensive medication, no favorable  effects of stress-reduction techniques could be identified. CONCLUSIONS: The  available RCTs on stress-reduction techniques used for at least 24 weeks appeared  to indicate a blood pressure-lowering effect in patients with essential  hypertension, but this should be interpreted with caution because of major  methodological limitations. A benefit of specific stress-reduction techniques in   hypertensive patients remains unproven."|"techniques,stress,reduction,blood,pressure"|"techniques,reduction,stress,blood,pressure" 
"AB  - OBJECTIVE: Primary aldosteronism, an important form of secondary hypertension, is  associated with significant increase of cardiovascular risk (ischaemic heart,  cerebrovascular events, arrhythmias) (relative risk 4.6). The specific treatment   of primary aldosteronism significantly reduces cardiovascular risk. In addition  to high blood pressure values and direct action of aldosterone, new mechanisms  such as increased oxidative stress are involved in the development of organ  damage, metabolic, endothelial and coagulation complications. METHODS: The aim of  the study was to evaluate parameters of oxidative stress in 38 patients (21 men,   17 women, mean age 53.3 +/- 4.7 years) with primary aldosteronism [11  aldosterone-producing adenoma (APA) (4 men, 7 women, mean age 50.2 +/- 4.5 years)  and 27 idiopathic adrenal hyperplasia (IHA) (17 men, 10 women, mean age 54.5 +/-   5.3 years)] at diagnosis and after specific treatment (surgical or  pharmacological), with respect to 50 patients with essential hypertension (26  men, 24 women, mean age 49 +/- 7.4 years) and 50 healthy individuals (28 men, 22   women, mean age 48.7 +/- 4.4 years). RESULTS: Patients with primary aldosteronism  showed significant increase of NADPH oxidase (Nox2-dp) plasma levels and urinary   isoprostanes (34.9 +/- 4.3 mug/dl and 216.3 +/- 15.7 ng/mg, respectively; P <  0.05) than essential hypertensive patients (27.1 +/- 3.7 mug/dl and 144.8 +/- 9.4  ng/mg, respectively; P < 0.05). In APA patients undergoing adrenalectomy, we  observed significant reduction of both circulating levels of Nox2-dp (29 +/- 2.1   vs. 22,4 +/- 1.7 mug/dl; P < 0.05) and urinary levels of isoprostanes (221.1 +/-   10.5 vs. 132.6 +/- 8.7 ng/mg; P < 0.05). CONCLUSIONS: This is the first study  showing an increased oxidative stress in primary aldosteronism, characterized by   increased serum levels of Nox2-dp and urinary excretion of isoprostanes. After  APA removal with laparoscopic adrenalectomy, we found reduction of serum Nox2-dp   and urinary isoprostanes."|"aldosteronism,primary,patients,significant,risk"|"age,aldosteronism,mean,men,patients" 
"AB  - RATIONALE: Hypertension associates with sudden cardiac death, its relationship  with ventricular arrhythmias being demonstrated by multiple studies, an increased  dispersion of repolarization being an important arrhythmogenesis mechanism. Only   a small percentage of hypertensive patients presents increased blood pressure  values exclusively as risk factor, most of them presenting additional risk  factors that reinforce each other leading to increased total cardiovascular risk.  AIM: to analyze the dispersion of repolarization parameters (QT interval, QT  dispersion, Tpeak-Tend interval (Tpe), Tpe/QT, Tpe dispersion) in relation to  cardiovascular risk factors, as well as total cardiovascular risk estimated by  SCORE model, in mild to moderate essential hypertension. METHOD: 62 consecutive  patients, mean age 55+/-11 years, were evaluated by 24 hours Holter  electrocardiography monitoring. Manual measurement of dispersion of  repolarization parameters was performed. RESULTS: Based on SCORE model, 33.9%  patients presented low risk, 40.3% moderate risk, 16.1% high risk and 9.1% very  high risk. Age had a positive correlation with QT and reverse correlations with  QT dispersion, Tpe and Tpe/QT in lead V1. Tpe/QT showed significantly higher  values in men versus women. Glucose metabolism disorders associated with higher  values of QT and Tpe dispersion were present. However, dispersion of  repolarization parameters was similar between risk categories assessed by SCORE  model, Tpe in lead V3 correlated significantly with SCORE score. CONCLUSIONS: In   mild to moderate hypertension, the dispersion of repolarization parameters is  influenced by age, gender and glucose metabolism disorders. Among these, Tpe in  lead V3 correlates with total cardiovascular risk assessed by SCORE model."|"dispersion,risk,tpe,repolarization,qt"|"risk,dispersion,tpe,qt,score" 
"AB  - This study aims to detect early changes of kidney in patients with primary  hypertension by 3.0 T functional magnetic resonance imaging (fMRI). 26 patients  with primary hypertension (hypertension group) and 33 healthy volunteers (control  group) underwent conventional and functional magnetic resonance scans, which  included blood oxygen level-dependent (BOLD) MRI, diffusion weighted imaging  (DWI) and diffusion tensor imaging (DTI). We measured renal cortical thickness  (CT), parenchymal thickness (PT), and functional values of renal cortex and  medulla including R2* value, apparent diffusion coefficient (ADC) value and  fractional anisotropy (FA) value in each group, and then calculated the  cortical/parenchymal thickness ratio (CPR). Compared with those in the control  group, CT and CPR in hypertension group were larger (P < 0.01), cortical and  medullar R2* values increased (P < 0.01) whereas medullar FA values decreased (P   < 0.05). It could be well concluded that noninvasive 3.0 T functional MRI would  have important clinical significance in identifying early abnormalities of kidney  in hypertension patients."|"functional,group,hypertension,diffusion,cortical"|"group,hypertension,functional,cortical,diffusion" 
"AB  - OBJECTIVE: To evaluate the effect of olmesartan medoxomil tablets (olmesartan) in  comparison with Olmetec on 24 h ambulatory blood pressure (ABPM) and blood  pressure variability (BPV) in patients with mild to moderate hypertension.  METHODS: A randomized, double-blind, double-mimic controlled trial was  performed.Forty-eight patients with mild to moderate essential hypertension were   randomly into treatment group (olmesartan) and control group (Olmetec) for eight   weeks. The ABPM was taken before and at the end of the trial. RESULTS: After  eight weeks, treatment with olmesartan induced a significant reduction in ABPM in  patients [(9 +/- 3)/(11 +/- 3) mmHg(1 mmHg = 0.133 kPa)], which is similar with  the reduction by Olmetec [(9 +/- 4)/(9 +/- 5) mmHg], P > 0.05. This situation  holds for BPV with the standard deviations of 24 h, systolic blood  pressure/diastolic blood pressure of pre-treatment and pro-treatment were (10 +/-  2)/(11 +/- 3) mmHg vs (10 +/- 3)/(12 +/- 2) mmHg in olmesartan group, and (10 +/-  3)/(11 +/- 3) mmHg vs (12 +/- 3)/(12 +/- 4) mmHg in Olmetec group. (3) There is  no difference in the rate of adverse event between olmesartan (10.42%) and  Olmetec (8.33%) treatment (P > 0.05). CONCLUSION: Similar to Olmetec, treatment  with olmesartan once daily can significantly reduce ABPM in patients with mild to  moderate essential hypertension."|"olmesartan,olmetec,treatment,abpm,patients"|"mmhg,olmesartan,olmetec,treatment,10" 
"AB  - BACKGROUND: Ginkgo biloba extract (GBE), a traditional natural herbal product, is  often used in the treatment of essential hypertension (EH) as complementary  therapy in China and European countries. AIM: To critically assess the current  clinical evidence of efficacy and safety of GBE for EH. METHODS: 7 electronic  databases (Cochrane Library, PubMed, EMBASE, VIP, CBM, Wanfang data, and CNKI)  were searched to identify randomized controlled trials (RCTs) of GBE for EH.  Methodological quality was assessed independently using the Cochrane Handbook for  Systematic Reviews of Interventions. RESULTS: A total of 9 RCTs with 1012  hypertensive patients were identified and reviewed. Most RCTs were of high risk  of bias with flawed study design and poor methodological quality. 6 trials  demonstrated potential positive effect of GBE as complementary therapy on BP  reduction when compared with antihypertensive drug therapy; however, it was not  associated with a statistically significant effect on both SBP and DBP reduction   in 3 other trials. Despite the positive findings, there were so many  methodological limitations and significant clinical heterogeneity. Most of the  trials did not report adverse effects, and the safety of GBE is still uncertain.   CONCLUSION: No confirmative conclusions on the efficacy and safety of GBE for EH   could be drawn. More rigorous trials are warranted to support their clinical use."|"gbe,trials,eh,methodological,rcts"|"gbe,trials,eh,clinical,methodological" 
"AB  - This study aimed to investigate the influence of acute glycemic load on vascular   endothelial function in patients with hypertension and to evaluate the protective  effect of vitamins C and E during the acute glycemic phase. We randomly selected   39 hypertensive patients and 21 normal subjects and divided them into 3 groups:  75 g oral glucose (glycemic load group), 75 g glucose+0.9 g vitamin C (VC group),  75 g glucose+2 g vitamin C+0.8 g vitamin E (VC+VE group). Extravascular color  Doppler ultrasound was used to detect brachial artery flow-mediated vasodilation   at 0, 1, 2, and 3 h, and, at the same time, serum anti-oxidant products were  measured. Basic endothelial functions in patients with hypertension were  decreased in the glycemic load group (9.48+/-3.33 versus 13.09+/-6.78%, P<0.05),   and was even more depressed in the hypertensive group (9.48+/-3.33 versus  14.20+/-6.48%, P<0.05). Antioxidant vitamins played a dose-dependent protective  role on acute damage of endothelial function due to glycemic load. Acute high  blood sugar damaged vascular endothelial functions, especially in hypertensive  patients, but this effect can be reversed by large doses of vitamin C and E."|"glycemic,acute,patients,endothelial,group"|"glycemic,group,acute,endothelial,load" 
"AB  - AIM: In essential hypertension (EH), the regulation of renal sodium excretion is   aberrant. We hypothesized that in mild EH, (i) abnormal dynamics of plasma renin   concentration (PRC) and atrial natriuretic peptide (ANP) are responsible for the   exaggerated natriuresis, and (ii) exosomic protein patterns reflect the renal  tubular abnormality involved in the dysregulation of sodium excretion. METHODS:  After 2-week drug washout and 4-day diet, systemic and renal hemodynamics,  cardio-renal hormones, glomerular filtration and renal excretion were studied in   male patients during saline loading (SL). Excretion rates of exosome-related  urinary proteins including apical membrane transporters were determined by  proteomics-based methods. RESULTS: In patients, baseline renal vascular  conductance was reduced (-44%, P < 0.001), but non-renal vascular conductances  were normal while PRC was reduced and ANP elevated (both P < 0.01). SL induced  exaggerated natriuresis and reduced PRC (P < 0.01), at normal suppression rate.  SL increased arterial pressure in patients (+11 mmHg, P < 0.001), but not in  controls; however, during time control, patients showed identical increases (+10   mmHg, P < 0.005) apparently dissociating arterial pressure from natriuresis. At  baseline, excretion rates of 438 proteins ranged from 0.07 to 49.8 pmol (mmol  creatinine)(-1); 12 proteins were found in all subjects, and 21 proteins were  found in two or more patients, but not in controls. In patients, the excretion  rate of retinoic acid-induced gene 2 protein was reduced, and excretion rates of   other proteins showed increased variances compatible with pathophysiological and   clinical applicability. CONCLUSION: Essential hypertension patients exhibit  selective renal vasoconstriction and individually varying excretion rates of  several exosome-related proteins. Hormonal changes, rather than arterial  pressure, seem to cause exaggeration of natriuresis."|"excretion,renal,patients,proteins,natriuresis"|"excretion,renal,patients,proteins,natriuresis" 
"AB  - INTRODUCTION: It is well known that exercise alleviates aortic remodeling and  preserves endothelial function in spontaneously hypertensive rats (SHRs).  However, the underlying molecular mechanism remains unclear. This study aimed to   investigate the role of renin-angiotensin system (RAS) components in  exercise-induced attenuation of aortic remodeling and improvement of endothelial   function in an animal model of human essential hypertension. METHODS: The  10-week-old male SHR and age-matched normotensive Wistar-Kyoto rats were given  moderate-intensity exercise for 12weeks (four groups, n=80-86 in each group).  RESULTS: In this work, exercise training reduced blood pressure and effectively  attenuated aortic remodeling, marked by a reduction in aortic weight/length, wall  thickness, and aortic levels of elastin and hydroxyproline, and improved  endothelium-mediated vascular relaxations of aortas in response to acetylcholine.  Exercise training in SHR reduced angiotensin II (AngII) levels and enhanced  Ang-(1-7) levels in aortas. Exercise training in SHR suppressed aortic  angiotensin-converting enzyme (ACE) and AngII type 1 receptor (AT1R) messenger  RNA (mRNA) levels and protein expression and up-regulated ACE2, AngII type 2  receptor, and Mas mRNA levels and protein expression. In addition, exercise  training in SHR increased levels of microRNA-27a (targeting ACE) and microRNA-155  (targeting AT1R) and decreased levels of microRNA-143 (targeting ACE2) in the  aortas. CONCLUSION: Chronic aerobic exercise training improved RAS balance in the  aortas, which may in part explain the protective effect of exercise on aortic  function and structure. SUMMARY: Chronic aerobic exercise training improved RAS  balance in the aortas, which may explain the protective effect of exercise on  aortic function and structure, at least in part."|"exercise,aortic,levels,training,aortas"|"exercise,aortic,levels,training,aortas" 
"AB  - OBJECTIVE: To investigate the association between aldosterone and cardiac  diastolic dysfunction. DESIGN AND METHODS: We prospectively enrolled 20 patients   with primary aldosteronism (PA) and 22 patients with essential hypertension (EH).  Plasma aldosterone concentration, plasma renin activity, and 24-h urine  aldosterone level were measured. Echocardiography, including tissue Doppler image  recordings, was performed. RESULTS: PA patients had a significantly higher left  ventricular (LV) mass index and worse LV diastolic function than those in EH  patients. Among various measures of aldosterone, log-transformed 24-h urine  aldosterone level had the most consistent correlation with diastolic function.  CONCLUSIONS: Aldosterone is strongly associated with LV diastolic dysfunction.  Twenty-four hour urine aldosterone is a good indicator to evaluate the impact of   aldosterone on LV diastolic function."|"aldosterone,diastolic,patients,lv,urine"|"aldosterone,diastolic,lv,patients,function" 
"AB  - OBJECTIVE: We compared the antihypertensive effect of valsartan (VAL) and  amlodipine (AML) treatments in elderly hypertensive patients by examining the  long-term changes in cognitive function and auditory P300 event-related  potentials. METHODS: We enrolled 20 outpatients, including 12 men and 8 women in   the age group of 56 to 81 years who had mild to moderate essential hypertension.   The subjects were randomly allocated to receive either 80 mg VAL once a day (10  patients) or 5 mg AML once a day (10 patients). Neuropsychological assessment and  auditory P300 event-related potentials were obtained before initiation of VAL or   AML treatment and after 6 months of the treatment with VAL or AML.  Neuropsychological assessment was evaluated by conducting the Mini-Mental State  Examination, the verbal fluency, word-list memory, word-list recall test,  word-list recognition, and Trails B tests. RESULTS: Both the groups showed  significantly reduced-blood pressure after 6 months of treatment, and the  intergroup difference was not significant. The mean baseline Mini-Mental State  Examination scores of the VAL and AML groups were not significantly different.  Amlodipine treatment did not significantly affect any test score, but VAL  treatment significantly increased the word-list memory and word-list recall test   scores. Valsartan, and not AML, significantly reduced the mean P300 latency after  6 months. CONCLUSIONS: These results suggest that VAL exerts a positive effect on  cognitive functions, independent of its antihypertensive effect."|"val,aml,significantly,treatment,p300"|"val,aml,list,significantly,treatment" 
